name,inChampions,num,accuracy,basePower,category,pp,priority,flags,boosts,target,type,zMove,contestType,desc,shortDesc,critRatio,isZ,isNonstandard,drain,secondary,basePowerCallback,condition,volatileStatus,self,multihit,callsMove,sideCondition,hasCrashDamage,stallingMove,selfSwitch,ignoreImmunity,overrideOffensiveStat,maxMove,recoil,weather,ignoreEvasion,ignoreDefensive,forceSwitch,selfBoost,nonGhostTarget,status,smartTarget,damage,terrain,hasSheerForceBoost,selfdestruct,pseudoWeather,onDamagePriority,breaksProtect,secondaries,ohko,willCrit,overrideOffensivePokemon,isMax,ignoreAbility,slotCondition,heal,realMove,thawsTarget,mindBlownRecoil,multiaccuracy,overrideDefensiveStat,noPPBoosts,sleepUsable,tracksTarget,stealsBoosts,struggleRecoil
Nightmare,,171,100,0,Status,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ghost,{'boost': {'spa': 1}},Clever,"Causes the target to lose 1/4 of its maximum HP, rounded down, at the end of each turn as long as it is asleep. This move does not affect the target unless it is asleep. The effect ends when the target wakes up, even if it falls asleep again in the same turn.",A sleeping target is hurt by 1/4 max HP per turn.,,,Past,,,,"{'noCopy': True, 'onResidualOrder': 11}",nightmare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Shade,,101,100,0,Special,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ghost,,Clever,Deals damage to the target equal to the user's level.,Does damage equal to the user's level.,,,,,,,,,,,,,,,,,,,,,,,,,,,,level,,,,,,,,,,,,,,,,,,,,,,,,
Night Slash,,400,100,70,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Dark,,Cool,Has a higher chance for a critical hit.,High critical hit ratio.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihil Light,,920,100,100,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Dragon,,,,,,,Future,,,,,,,,,,,,,{'Fairy': True},,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble Roar,,568,100,0,Status,30,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}","{'atk': -1, 'spa': -1}",normal,Normal,{'boost': {'def': 1}},Tough,Lowers the target's Attack and Special Attack by 1 stage.,Lowers the target's Attack and Sp. Atk by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Retreat,,748,TRUE,0,Status,5,0,"{'snatch': 1, 'metronome': 1}","{'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}",self,Fighting,,,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage, but it becomes prevented from switching out. The user can still switch out if it uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. Fails if the user has already been prevented from switching by this effect.",Raises all stats by 1 (not acc/eva). Traps user.,,,,,,,{},noretreat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noxious Torque,,898,100,100,Physical,10,0,"{'protect': 1, 'failencore': 1, 'failmefirst': 1, 'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1, 'nosketch': 1}",,normal,Poison,,,Has a 30% chance to poison the target.,30% chance to poison the target.,,,Unobtainable,,"{'chance': 30, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuzzle,,609,100,20,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Electric,,Cute,Has a 100% chance to paralyze the target.,100% chance to paralyze the target.,,,,,"{'chance': 100, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oblivion Wing,,613,100,80,Special,10,0,"{'protect': 1, 'mirror': 1, 'distance': 1, 'heal': 1, 'metronome': 1}",,any,Flying,,Cool,"The user recovers 3/4 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",User recovers 75% of the damage dealt.,,,Past,"[3, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstruct,,792,100,0,Status,10,4,{'failinstruct': 1},,self,Dark,,,"The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user have their Defense lowered by 2 stages. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",Protects from damaging attacks. Contact: -2 Def.,,,Past,,,,"{'duration': 1, 'onTryHitPriority': 3}",obstruct,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanic Operetta,,697,TRUE,195,Special,1,0,{},,normal,Water,,Cool,No additional effect.,No additional effect.,,primariumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octazooka,,190,85,65,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'bullet': 1}",,normal,Water,,Tough,Has a 50% chance to lower the target's accuracy by 1 stage.,50% chance to lower the target's accuracy by 1.,,,Past,,"{'chance': 50, 'boosts': {'accuracy': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octolock,,753,100,0,Status,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,,,"Prevents the target from switching out. At the end of each turn during effect, the target's Defense and Special Defense are lowered by 1 stage. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.","Traps target, lowers Def and SpD by 1 each turn.",,,Past,,,,{'onResidualOrder': 14},octolock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odor Sleuth,,316,TRUE,0,Status,40,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'bypasssub': 1, 'allyanim': 1, 'metronome': 1}",,normal,Normal,{'boost': {'atk': 1}},Clever,"As long as the target remains active, its evasiveness stat stage is ignored during accuracy checks against it if it is greater than 0, and Normal- and Fighting-type attacks can hit the target if it is a Ghost type. Fails if the target is already affected, or affected by Foresight or Miracle Eye.","Fighting, Normal hit Ghost. Evasiveness ignored.",,,Past,,,,,foresight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ominous Wind,,466,100,60,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ghost,,Beautiful,"Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",10% chance to raise all stats by 1 (not acc/eva).,,,Past,,"{'chance': 10, 'self': {'boosts': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order Up,,856,100,80,Physical,10,0,{'protect': 1},,normal,Dragon,,,"If an ally Tatsugiri has activated its Commander Ability, this move raises the user's Attack by 1 stage if the Tatsugiri is Curly Form, Defense by 1 stage if Droopy Form, or Speed by 1 stage if Stretchy Form. The effect happens even if the Tatsugiri that activated the effect has since fainted.",Curly|Droopy|Stretchy eaten: +1 Atk|Def|Spe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Origin Pulse,,618,85,110,Special,10,0,"{'protect': 1, 'mirror': 1, 'pulse': 1}",,allAdjacentFoes,Water,,Beautiful,No additional effect.,No additional effect. Hits adjacent foes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrage,,200,100,120,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'failinstruct': 1}",,randomNormal,Dragon,,Cool,"The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",Lasts 2-3 turns. Confuses the user afterwards.,,,,,,,,,{'volatileStatus': 'lockedmove'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overdrive,,786,100,80,Special,10,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1}",,allAdjacentFoes,Electric,,,No additional effect.,No additional effect. Hits foe(s).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overheat,,315,90,130,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fire,,Beautiful,Lowers the user's Special Attack by 2 stages.,Lowers the user's Sp. Atk by 2.,,,,,,,,,{'boosts': {'spa': -2}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pain Split,,220,TRUE,0,Status,20,0,"{'protect': 1, 'mirror': 1, 'allyanim': 1, 'metronome': 1}",,normal,Normal,{'boost': {'def': 1}},Clever,"The user and the target's HP become the average of their current HP, rounded down, but not more than the maximum HP of either one.",Shares HP of user and target equally.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabolic Charge,,570,100,65,Special,20,0,"{'protect': 1, 'mirror': 1, 'heal': 1, 'metronome': 1}",,allAdjacent,Electric,,Clever,"The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",User recovers 50% of the damage dealt.,,,,"[1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parting Shot,,575,100,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Dark,{'effect': 'healreplacement'},Cool,"Lowers the target's Attack and Special Attack by 1 stage. If this move is successful, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if the target's Attack and Special Attack stat stages were both unchanged, or if there are no unfainted party members.","Lowers target's Atk, Sp. Atk by 1. User switches.",,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payback,,371,100,50,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dark,,Tough,"Power doubles if the user moves after the target this turn, including actions taken through Instruct or the Dancer Ability. Switching in does not count as an action.",Power doubles if the user moves after the target.,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pay Day,,6,100,40,Physical,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Clever,No additional effect.,Scatters coins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peck,,64,100,35,Physical,35,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'distance': 1, 'metronome': 1}",,any,Flying,,Cool,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perish Song,,195,TRUE,0,Status,5,0,"{'sound': 1, 'distance': 1, 'bypasssub': 1, 'metronome': 1}",,all,Normal,{'effect': 'clearnegativeboost'},Beautiful,"Each active Pokemon receives a perish count of 4 if it doesn't already have a perish count. At the end of each turn including the turn used, the perish count of all active Pokemon lowers by 1 and Pokemon faint if the number reaches 0. The perish count is removed from Pokemon that switch out. If a Pokemon uses Baton Pass while it has a perish count, the replacement will gain the perish count and continue to count down.",All active Pokemon will faint in 3 turns.,,,,,,,"{'duration': 4, 'onResidualOrder': 24}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petal Blizzard,,572,100,90,Physical,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'wind': 1}",,allAdjacent,Grass,,Beautiful,No additional effect.,No additional effect. Hits adjacent Pokemon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petal Dance,,80,100,120,Special,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'dance': 1, 'metronome': 1, 'failinstruct': 1}",,randomNormal,Grass,,Beautiful,"The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",Lasts 2-3 turns. Confuses the user afterwards.,,,,,,,,,{'volatileStatus': 'lockedmove'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phantom Force,,566,100,90,Physical,10,0,"{'contact': 1, 'charge': 1, 'mirror': 1, 'metronome': 1, 'nosleeptalk': 1, 'noassist': 1, 'failinstruct': 1}",,normal,Ghost,,Cool,"If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks. If the user is holding a Power Herb, the move completes in one turn.",Disappears turn 1. Hits turn 2. Breaks protection.,,,,,,,"{'duration': 2, 'onInvulnerability': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,
Photon Geyser,,722,100,100,Special,5,0,"{'protect': 1, 'mirror': 1}",,normal,Psychic,,Cool,"This move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes. This move and its effects ignore the Abilities of other Pokemon.",Physical if user's Atk > Sp. Atk. Ignores Abilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Pika Papow,,732,TRUE,0,Special,20,0,"{'protect': 1, 'mirror': 1}",,normal,Electric,,Cute,"Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1.",Max happiness: 102 power. Can't miss.,,,LGPE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pin Missile,,42,95,25,Physical,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Bug,{'basePower': 140},Cool,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",Hits 2-5 times in one turn.,,,,,,,,,,"[2, 5]",,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma Fists,,721,100,100,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",,normal,Electric,,Cool,"If this move is successful, causes Normal-type moves to become Electric type this turn.",Normal moves become Electric type this turn.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iondeluge,,,,,,,,,,,,,,,,,,,,
Play Nice,,589,TRUE,0,Status,20,0,"{'reflectable': 1, 'mirror': 1, 'bypasssub': 1, 'metronome': 1}",{'atk': -1},normal,Normal,{'boost': {'def': 1}},Cute,Lowers the target's Attack by 1 stage.,Lowers the target's Attack by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Play Rough,,583,90,90,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fairy,,Cute,Has a 10% chance to lower the target's Attack by 1 stage.,10% chance to lower the target's Attack by 1.,,,,,"{'chance': 10, 'boosts': {'atk': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluck,,365,100,60,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'distance': 1, 'metronome': 1}",,any,Flying,,Cute,"If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately, gaining its effects even if the user's item is being ignored. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",User steals and eats the target's Berry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Fang,,305,100,50,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'bite': 1}",,normal,Poison,,Clever,Has a 50% chance to badly poison the target.,50% chance to badly poison the target.,,,,,"{'chance': 50, 'status': 'tox'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Gas,,139,90,0,Status,40,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Poison,{'boost': {'def': 1}},Clever,Poisons the target.,Poisons the foe(s).,,,,,,,,,,,,,,,,,,,,,,,,,,psn,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Jab,,398,100,80,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Poison,,Tough,Has a 30% chance to poison the target.,30% chance to poison the target.,,,,,"{'chance': 30, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Powder,,77,75,0,Status,35,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1, 'powder': 1}",,normal,Poison,{'boost': {'def': 1}},Clever,Poisons the target.,Poisons the target.,,,,,,,,,,,,,,,,,,,,,,,,,,psn,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Sting,,40,100,15,Physical,35,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Poison,,Clever,Has a 30% chance to poison the target.,30% chance to poison the target.,,,,,"{'chance': 30, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Tail,,342,100,50,Physical,25,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Poison,,Clever,Has a 10% chance to poison the target and a higher chance for a critical hit.,High critical hit ratio. 10% chance to poison.,2,,,,"{'chance': 10, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollen Puff,,676,100,90,Special,15,0,"{'protect': 1, 'mirror': 1, 'allyanim': 1, 'metronome': 1, 'bullet': 1}",,normal,Bug,,Cute,"If the target is an ally, this move restores 1/2 of its maximum HP, rounded down, instead of dealing damage.","If the target is an ally, heals 50% of its max HP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poltergeist,,809,90,110,Physical,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ghost,,,Fails if the target has no held item.,Fails if the target has no held item.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Bomb,,860,90,20,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'slicing': 1}",,normal,Normal,,,"Hits ten times. This move checks accuracy for each hit, and the attack ends if the target avoids a hit. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit ten times. If the user is holding Loaded Dice, this move hits four to ten times at random without checking accuracy between hits.",Hits 10 times. Each hit can miss.,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,
Pounce,,884,100,50,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Bug,,Cute,Has a 100% chance to lower the target's Speed by 1 stage.,100% chance to lower the target's Speed by 1.,,,,,"{'chance': 100, 'boosts': {'spe': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pound,,1,100,40,Physical,35,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Tough,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powder,,600,100,0,Status,20,1,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'bypasssub': 1, 'metronome': 1, 'powder': 1}",,normal,Bug,{'boost': {'spd': 2}},Clever,"If the target uses a Fire-type move this turn, it is prevented from executing and the target loses 1/4 of its maximum HP, rounded half up. This effect does not happen if the Fire-type move is prevented by Primordial Sea.","If using a Fire move, target loses 1/4 max HP.",,,Past,,,,"{'duration': 1, 'onTryMovePriority': -1}",powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powder Snow,,181,100,40,Special,25,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Ice,,Beautiful,Has a 10% chance to freeze the target.,10% chance to freeze the foe(s).,,,,,"{'chance': 10, 'status': 'frz'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Gem,,408,100,80,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Rock,,Beautiful,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Shift,,829,TRUE,0,Status,10,0,{'snatch': 1},,self,Normal,,,"The user swaps its Attack and Defense stats, and stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass.",Switches user's Attack and Defense stats.,,,Unobtainable,,,,{},powershift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Split,,471,TRUE,0,Status,10,0,"{'protect': 1, 'allyanim': 1, 'metronome': 1}",,normal,Psychic,{'boost': {'spe': 1}},Clever,"The user and the target have their Attack and Special Attack stats set to be equal to the average of the user and the target's Attack and Special Attack stats, respectively, rounded down. Stat stage changes are unaffected.",Averages Attack and Sp. Atk stats with target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Swap,,384,TRUE,0,Status,10,0,"{'protect': 1, 'mirror': 1, 'bypasssub': 1, 'allyanim': 1, 'metronome': 1}",,normal,Psychic,{'boost': {'spe': 1}},Clever,The user swaps its Attack and Special Attack stat stage changes with the target.,Swaps Attack and Sp. Atk stat stages with target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Trick,,379,TRUE,0,Status,10,0,"{'snatch': 1, 'metronome': 1}",,self,Psychic,{'boost': {'atk': 1}},Clever,"The user swaps its Attack and Defense stats, and stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass.",Switches user's Attack and Defense stats.,,,,,,,{},powertrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Trip,,681,100,20,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dark,{'basePower': 160},Clever,"Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.", + 20 power for each of the user's stat boosts.,,,,,,TRUE,,,,,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power-Up Punch,,612,100,40,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1, 'metronome': 1}",,normal,Fighting,,Tough,Has a 100% chance to raise the user's Attack by 1 stage.,100% chance to raise the user's Attack by 1.,,,Past,,"{'chance': 100, 'self': {'boosts': {'atk': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Whip,,438,85,120,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Grass,,Tough,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precipice Blades,,619,85,120,Physical,10,0,"{'protect': 1, 'mirror': 1, 'nonsky': 1}",,allAdjacentFoes,Ground,,Cool,No additional effect.,No additional effect. Hits adjacent foes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Present,,217,90,0,Physical,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Cute,"If this move is successful, it deals damage or heals the target. 40% chance for 40 power, 30% chance for 80 power, 10% chance for 120 power, and 20% chance to heal the target by 1/4 of its maximum HP, rounded down.","40, 80, 120 power, or heals target 1/4 max HP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prismatic Laser,,711,100,160,Special,10,0,"{'recharge': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Cool,"If this move is successful, the user must recharge on the following turn and cannot select a move.",User cannot move next turn.,,,,,,,,,{'volatileStatus': 'mustrecharge'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protect,,182,TRUE,0,Status,10,4,"{'noassist': 1, 'failcopycat': 1}",,self,Normal,{'effect': 'clearnegativeboost'},Cute,"The user is protected from most attacks made by other Pokemon during this turn. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",Prevents moves from affecting the user this turn.,,,,,,,"{'duration': 1, 'onTryHitPriority': 3}",protect,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psybeam,,60,100,65,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,,Beautiful,Has a 10% chance to confuse the target.,10% chance to confuse the target.,,,,,"{'chance': 10, 'volatileStatus': 'confusion'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psyblade,,875,100,80,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Psychic,,,"If the current terrain is Electric Terrain, this move's power is multiplied by 1.5.",During Electric Terrain: 1.5x power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
